#,Name,Origins
836,Boltund,bolt - hound;
837,Rolycoly,"roly-poly - round, plump; coal - black substance used as fuel;"
838,Carkol,carbon - coal;
839,Coalossal,coal - colossal;
840,Applin,apple - red/green fruit;
841,Flapple,flap - to move wings up and down; apple - red/green fruit;
842,Appletun,apple - red/green fruit; tun - large cask for brewing;
843,Silicobra,silicon - cobra;
844,Sandaconda,sand - anacondo;
845,Cramorant,cram - fill something by force; cormorant - a large seabird;
846,Arrokuda,arrow - thin weapon; barracuda - large predatory fish;
847,Barraskewda,barracuda - large predatory fish; skewer - to impale;
848,Toxel,toxic - poisonous; electricity - energy from electric currents;
849,Toxtricity,toxic - poisonous; electricity - energy from electric currents;
850,Sizzlipede,sizzle - centipede;
851,Centiskorch,centipede - scorch;
852,Clobbopus,clobber; octopus - marine creature with eight tentacles
853,Grapploct,grapple; octopus - marine creature with eight tentacles
854,Sinistea,sinister - tea;
855,Polteageist,poltergeist - a ghost; tea - hot drink;
856,Hatenna,hat;
857,Hattrem,hat;
858,Hatterene,hat - serene;
859,Impidimp,imp - mischievous devil or sprite; rinky-dink - poor quality; deceptive;
860,Morgrem,morgue - gremlin;
861,Grimmsnarl,grim - snarl;
862,Obstagoon,obstacle - something that blocks or hinders progress; raccoon - a small nocturnal carnivore;
863,Perrserker,purr - sound a cat makes when content; berserker - ancient Norse warrior;
864,Cursola,curse - solar;
865,Sirfetch'd,"sir - noble title; far-fetched - improbable, unlikely;"
866,Mr. Rime,Mr. - male title of respect; rhyme - words ending in the same sound;
867,Runerigus,rune - egregious;
868,Milcery,milk - white liquid from cows; sorcery - magic;
869,Alcremie,alchemy - medieval chemistry; creamy - soft and smooth;
870,Falinks,phalanx - group of troops/officers in formation; links - connected items;
871,Pincurchin,pin cushion - sea urchin;
872,Snom,snow - frozen precipitation; moth - a species of insect;
873,Frosmoth,frost - frozen dew; moth - a species of insect;
874,Stonjourner,stone - a rock; sojourner - a traveller;
875,Eiscue,ice cube - frozen water;
876,Indeedee,indeed;
877,Morpeko,morumotto - Japanese for ‘guinea pig’; harapeko - Japanese for ‘hungry’;
878,Cufant,Cu - chemical symbol for copper; elephant - large mammal with a trunk;
879,Copperajah,copper - reddish-brown metal; rajah - an Indian prince;
880,Dracozolt,draco - Latin for ‘dragon’; volt - unit of electricity;
881,Arctozolt,arctic - icy region around the North Pole; volt - unit of electricity;
882,Dracovish,draco - Latin for ‘dragon’; fish - marine creature;
883,Arctovish,arctic - icy region around the North Pole; fish - marine creature;
884,Duraludon,duralumin - aluminium alloy; -don - common dinosaur suffix;
885,Dreepy,dragon - creepy;
886,Drakloak,dragon - cloak;
887,Dragapult,dragon - catapult;
888,Zacian,cyan - greenish-blue color;
889,Zamazenta,magenta - purplish-red color;
890,Eternatus,eternal;
